,unmasked_text,masked_text,phone_number,target
2357,"Hello Mr. Williamson, as discussed, your medical history and 55 indicates possible dermatological conditions. Contact us on +09.357 546-1178 to schedule a consultation as soon as possible.","Hello [PREFIX_1] [LASTNAME_1], as discussed, your medical history and [AGE_1] indicates possible dermatological conditions. Contact us on [PHONENUMBER_1] to schedule a consultation as soon as possible.",+09.357 546-1178,TEL
2358,"Our study on Positive Psychology explores emotional well-being and its effect on the performance of Developer, primarily in Applications. We invite you to participate in the study. Register at https://narrow-giggle.net. If you have questions, please call 1536-562.2913.","Our study on Positive Psychology explores emotional well-being and its effect on the performance of [JOBTYPE_1], primarily in [JOBAREA_1]. We invite you to participate in the study. Register at [URL_1]. If you have questions, please call [PHONENUMBER_1].",1536-562.2913,TEL
2359,"Hi Aurore, I hope you felt the benefit of our last session. We have another tutoring session scheduled at [-32.0836,131.9594] on 20th October. Call or text me at +82.516.341 3182 for any inquiries.","Hi [FIRSTNAME_1], I hope you felt the benefit of our last session. We have another tutoring session scheduled at [NEARBYGPSCOORDINATE_1] on [DATE_1]. Call or text me at [PHONENUMBER_1] for any inquiries.",+82.516.341 3182,TEL
2360,Leo Cartwright’s surgery has been successfully completed. Please notify her emergency contact using the provided phone number: +25-068.773-0718. The notification email will be sent from Cristobal_Stiedemann27@gmail.com.,[FIRSTNAME_1] [LASTNAME_1]’s surgery has been successfully completed. Please notify her emergency contact using the provided phone number: [PHONENUMBER_1]. The notification email will be sent from [EMAIL_1].,+25-068.773-0718,TEL
2361,"Lillie Hartmann, aged 55 years old, Female to male trans man, fell near [-8.3174,25.0474], Fort Paulaview, Nouvelle-Aquitaine. Contact her husband on 063.8395-4942. Djibouti Franc 0.6m was charged on their account 94310345.","[FIRSTNAME_1] [LASTNAME_1], aged [AGE_1], [GENDER_1], fell near [NEARBYGPSCOORDINATE_1], [CITY_1], [STATE_1]. Contact her husband on [PHONENUMBER_1]. [CURRENCY_1] [AMOUNT_1] was charged on their account [ACCOUNTNUMBER_1].",063.8395-4942,O
2362,"Dearest Mrs. Wilkinson, As part of our updated privacy policy in accordance with GDPR rules, we are now required to ask you to confirm your account's credentials. Please contact us at +143.26-295.7844 or Jeffery.Price@gmail.com to validate your details.","Dearest [PREFIX_1] [LASTNAME_1], As part of our updated privacy policy in accordance with GDPR rules, we are now required to ask you to confirm your account's credentials. Please contact us at [PHONENUMBER_1] or [EMAIL_1] to validate your details.",+143.26-295.7844,O
2363,"Mustafa Dakota Rolfson, suspect in a civil rights case. Biological details: Male, Demigender with Brown eyes and approximate 5' 4"" in height. For more information, contact investigator at 068 4741776.","[FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1], suspect in a civil rights case. Biological details: [SEX_1], [GENDER_1] with [EYECOLOR_1] eyes and approximate [HEIGHT_1] in height. For more information, contact investigator at [PHONENUMBER_1].",068 4741776,TEL
2364,"From: Reed_Mueller76@gmail.com
Recipient: Alphonso22@hotmail.com
Subject: Re: Business Continuity Planning
Dear Miss Ebert,
As per our conversation, I've compiled the necessary information for our Business Continuity Planning (BCP) strategy, focusing on key areas and critical resources. The following affairs are deemed essential:
1. Securing Critical Systems: Our servers are based in North Maximiliancester, North Carolina (GPS: [36.296,-7.5743]). They are housed on N 1st Street, 859, Apt. 826.
2. Connectivity: We ensure connectivity through our network systems with Mac addresses, 95:25:be:00:82:6a, 31:fb:b0:31:cd:5a, and IPs 28.224.111.50, 44dc:8d29:1ccc:6958:5e3b:abe6:71a2:ddda.
3. Critical Staff: Our Product Paradigm Developer (Vicenta78 with password 5F3o38Ak_4m9) and Architect are both located in Berkshire. Their contact numbers are 023 176.0451 and +851 464.192.3495 respectively. As 63 years old and 79 years year-old Trans males, they play a critical role in our organization.
4. Company Vehicles: We have allocated vehicles with VINs H94EASFH5LHL29334, ZR4X5MFTPSYB81087 and registered numbers KX17XTL, YK93WDP for emergency logistics. 
5. Critical Accounts: Our primary financial connections are Credit Card Account (67237875), and we use jcb credit card (7104936530521780 CVV: 443).
6. Remote Working: We enable employees to use VPNs (Virtual Private Networks) to securely access our systems remotely.
7. Cyber Risk: We adhere to strict protocols to deal with cyber risks and security threats including regular audits, secure passwords (UD74RdZ07oaS) and software updates. Our web-based operation (Metrics) requires extra care.
8. Budget: Currently, we've set a budget of TT$883689.44 (in Lek) for contingency arrangements.
9. Disaster Recovery: Our disaster recovery plan is designed to deal with any crises, including physical threats to our buildings (739, Park View).
Please acknowledge this email, and I invite you to review and provide your insights. Our ultimate goal is to ensure the continued functionality of Shields, Senger and Ledner during any disruptions.
Best,
Willard","From: [EMAIL_1]
Recipient: [EMAIL_2]
Subject: Re: Business Continuity Planning
Dear [PREFIX_1] [LASTNAME_1],
As per our conversation, I've compiled the necessary information for our Business Continuity Planning (BCP) strategy, focusing on key areas and critical resources. The following affairs are deemed essential:
1. Securing Critical Systems: Our servers are based in [CITY_1], [STATE_1] (GPS: [NEARBYGPSCOORDINATE_1]). They are housed on [STREET_1], [BUILDINGNUMBER_1], [SECONDARYADDRESS_1].
2. Connectivity: We ensure connectivity through our network systems with Mac addresses, [MAC_1], [MAC_2], and IPs [IPV4_1], [IPV6_1].
3. Critical Staff: Our [JOBTITLE_1] ([USERNAME_1] with password [PASSWORD_1]) and [JOBTYPE_1] are both located in [COUNTY_1]. Their contact numbers are [PHONENUMBER_1] and [PHONENUMBER_2] respectively. As [AGE_1] and [AGE_2] year-old [GENDER_1]s, they play a critical role in our organization.
4. Company Vehicles: We have allocated vehicles with VINs [VEHICLEVIN_1], [VEHICLEVIN_2] and registered numbers [VEHICLEVRM_1], [VEHICLEVRM_2] for emergency logistics. 
5. Critical Accounts: Our primary financial connections are [ACCOUNTNAME_1] ([ACCOUNTNUMBER_1]), and we use [CREDITCARDISSUER_1] credit card ([CREDITCARDNUMBER_1] CVV: [CREDITCARDCVV_1]).
6. Remote Working: We enable employees to use VPNs (Virtual Private Networks) to securely access our systems remotely.
7. Cyber Risk: We adhere to strict protocols to deal with cyber risks and security threats including regular audits, secure passwords ([PASSWORD_2]) and software updates. Our web-based operation ([JOBAREA_1]) requires extra care.
8. Budget: Currently, we've set a budget of [CURRENCYSYMBOL_1][AMOUNT_1] (in [CURRENCYNAME_1]) for contingency arrangements.
9. Disaster Recovery: Our disaster recovery plan is designed to deal with any crises, including physical threats to our buildings ([BUILDINGNUMBER_2], [STREET_2]).
Please acknowledge this email, and I invite you to review and provide your insights. Our ultimate goal is to ensure the continued functionality of [COMPANYNAME_1] during any disruptions.
Best,
[FIRSTNAME_1]",023 176.0451,O
2365,"Greetings, Female patients! You will need your IPv6 4fde:0e7e:33c9:acab:7a37:261c:a910:4c0a and Date of Birth 4/52 for the new patient portal update. Contact us at 01.14-02-07 07 for assistance.","Greetings, [SEX_1] patients! You will need your IPv6 [IPV6_1] and Date of Birth [DOB_1] for the new patient portal update. Contact us at [PHONENUMBER_1] for assistance.",01.14-02-07 07,O
2366,"From: Oma55
Subject: Appointment Confirmation
Date: 26/12/1953
Dear Miss, your next appointment is scheduled for 10/56 at 14:50. For further assistance, please contact us at +90 830 811-8283.","From: [USERNAME_1]
Subject: Appointment Confirmation
Date: [DATE_1]
Dear [PREFIX_1], your next appointment is scheduled for [DATE_2] at [TIME_1]. For further assistance, please contact us at [PHONENUMBER_1].",+90 830 811-8283,TEL
2367,Emergency meeting required on 01/05/1913 to take decision about the bankruptcy of Gulgowski - Nicolas. Please call 05339 484424 for follow-up.,Emergency meeting required on [DATE_1] to take decision about the bankruptcy of [COMPANYNAME_1]. Please call [PHONENUMBER_1] for follow-up.,05339 484424,O
2368,"Ms. Spencer, your oncological check-up report was sent to your email -- Toni.Wyman-Schumm@yahoo.com. For any queries, get in touch with 048 0201 6224.","[PREFIX_1] [LASTNAME_1], your oncological check-up report was sent to your email -- [EMAIL_1]. For any queries, get in touch with [PHONENUMBER_1].",048 0201 6224,O
2369,"""Great news, 05607-147846 has recently donated new books! Visit our library in Bremen and enjoy our updated collection.""","""Great news, [PHONENUMBER_1] has recently donated new books! Visit our library in [STATE_1] and enjoy our updated collection.""",05607-147846,O
2370,We need to update your file according to the latest tax law. Provide the password z82pbOWnwFR0 for your account and cryptocurrency addresses 1P9N6dwz5HvBT3rrsN8uSnFbeRj1B and 327ctCY7Ce1b7idmzY1DFZxtWP7. Call 03460 219241 for inquiries.,We need to update your file according to the latest tax law. Provide the password [PASSWORD_1] for your account and cryptocurrency addresses [BITCOINADDRESS_1] and [LITECOINADDRESS_1]. Call [PHONENUMBER_1] for inquiries.,03460 219241,O
2371,"Welcome to the community of Warren County, Female. We are excited to have you join us in our initiative for effective and comprehensive sex education. Please register using your number 0158.88197969 and ensure you save this number for future reference.","Welcome to the community of [COUNTY_1], [SEX_1]. We are excited to have you join us in our initiative for effective and comprehensive sex education. Please register using your number [PHONENUMBER_1] and ensure you save this number for future reference.",0158.88197969,O
2372,"Enclosing here is a monthly account statement for your Auto Loan Account number 20264677. Please review all the transactions. If you detect any irregularities, please reach out to us at +386-700-850.0480 or Alexandre_Welch98@yahoo.com.","Enclosing here is a monthly account statement for your [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1]. Please review all the transactions. If you detect any irregularities, please reach out to us at [PHONENUMBER_1] or [EMAIL_1].",+386-700-850.0480,O
2373,"Hi there, the Positive Psychology course of Hilpert - Purdy welcomes all Assistant. To register, please visit https://affectionate-menorah.name. Alternatively, you can reach us on (299)-2051710. We are awaiting your prompt reply. Regards, London","Hi there, the Positive Psychology course of [COMPANYNAME_1] welcomes all [JOBTYPE_1]. To register, please visit [URL_1]. Alternatively, you can reach us on [PHONENUMBER_1]. We are awaiting your prompt reply. Regards, [MIDDLENAME_1]",(299)-2051710,O
2374,"41 years old and experiencing mental health issues? You're not alone. We're holding a live session for assistance at 05:27. To join, dial +775.690 396.5692 from your device (IMEI: 86-869551-637790-8).","[AGE_1] and experiencing mental health issues? You're not alone. We're holding a live session for assistance at [TIME_1]. To join, dial [PHONENUMBER_1] from your device (IMEI: [PHONEIMEI_1]).",+775.690 396.5692,O
2375,"Mabel, been trying to reach out at 047-312 7889 to discuss the Sales Projections report. Noticing some discrepancies in the data.","[FIRSTNAME_1], been trying to reach out at [PHONENUMBER_1] to discuss the Sales Projections report. Noticing some discrepancies in the data.",047-312 7889,O
2376,"Dear Hallie Schulist, your appointment for cognitive therapy has been scheduled for 12:32 on 1953-08-06T19:14:07.612Z. Our office is at 9523 Springfield Road, Port Rebecaborough, Emilia-Romagna. The fee per session is set at ₩0.102m. Notify us at Octavia.Block59@gmail.com or call 08199 887667 about any changes.","Dear [FIRSTNAME_1] [LASTNAME_1], your appointment for cognitive therapy has been scheduled for [TIME_1] on [DATE_1]. Our office is at [BUILDINGNUMBER_1] [STREET_1], [CITY_1], [STATE_1]. The fee per session is set at [CURRENCYSYMBOL_1][AMOUNT_1]. Notify us at [EMAIL_1] or call [PHONENUMBER_1] about any changes.",08199 887667,O
