unmasked_text,masked_text,account_number,account_number_regex
"Contact Information:
Name: Mrs. Salvador Kai Cormier
Date of Birth: 24th January
Email: Nichole_Turner-Heller96@yahoo.com
Phone Number: 03173-49604
Gender: Genderqueer
Address: Polly Fall 344 Apt. 603 Port Raytown Illinois 09249

Legal Specifications:
Account Number: 53995412
Bank: mastercard
Credit Card Number: 3273761239644142
Bank Transaction Account Name: Money Market Account
IPV4: 208.128.90.72
IPV6: 1c1c:ac1a:0a6e:bb0e:2773:dfde:24af:e8bf

Law Agreement Specifications:
Agreement Date: 1919-07-14T01:58:00.634Z
Agreement Amount: Gibraltar Pound 832766.07","Contact Information:
Name: [PREFIX_1] [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1]
Date of Birth: [DOB_1]
Email: [EMAIL_1]
Phone Number: [PHONENUMBER_1]
Gender: [GENDER_1]
Address: [STREET_1] [BUILDINGNUMBER_1] [SECONDARYADDRESS_1] [CITY_1] [STATE_1] [ZIPCODE_1]

Legal Specifications:
Account Number: [ACCOUNTNUMBER_1]
Bank: [CREDITCARDISSUER_1]
Credit Card Number: [CREDITCARDNUMBER_1]
Bank Transaction Account Name: [ACCOUNTNAME_1]
IPV4: [IPV4_1]
IPV6: [IPV6_1]

Law Agreement Specifications:
Agreement Date: [DATE_1]
Agreement Amount: [CURRENCY_1] [AMOUNT_1]",53995412,True
"There's a brilliant technique involved with Investment Account for time management during studies, reminds me of our model 11111126","There's a brilliant technique involved with [ACCOUNTNAME_1] for time management during studies, reminds me of our model [ACCOUNTNUMBER_1]",11111126,True
"To compensate for the medical malpractice, the medical institution will transfer funds to 3LkXNEBEdYmHQawfUtLVhWS6WyE. Your account with number 64450126 will not be disclosed in the process.","To compensate for the medical malpractice, the medical institution will transfer funds to [BITCOINADDRESS_1]. Your account with number [ACCOUNTNUMBER_1] will not be disclosed in the process.",64450126,True
"Hello Ms., I've just received your payment for our trauma counseling service. You paid using your 6426597554149932 issued by maestro to your 27360537. Please confirm.","Hello [PREFIX_1], I've just received your payment for our trauma counseling service. You paid using your [CREDITCARDNUMBER_1] issued by [CREDITCARDISSUER_1] to your [ACCOUNTNUMBER_1]. Please confirm.",27360537,False
"We request transaction details of the account 54826748 on the day of the incident. Specifically, those involving cryptocurrency addresses 1uTdhZ1a9MiHqdbugwYY9njPK3TesQ1EDfCyiUR and 3Y26yHdcp9QyzU6xqnLT5RrMkhZEbVphH.","We request transaction details of the account [ACCOUNTNUMBER_1] on the day of the incident. Specifically, those involving cryptocurrency addresses [BITCOINADDRESS_1] and [LITECOINADDRESS_1].",54826748,True
"Welcome to Lexington-Fayette, Ms. Angel. Your employee account number, 31382700, and your Personal Loan Account may be required during orientation. Your Product Solutions Consultant orientation begins on 08/11/1937.","Welcome to [CITY_1], [PREFIX_1] [MIDDLENAME_1]. Your employee account number, [ACCOUNTNUMBER_1], and your [ACCOUNTNAME_1] may be required during orientation. Your [JOBTITLE_1] orientation begins on [DATE_1].",31382700,True
Hey there! Webinar on 'Rights and Duties' in your Tactics starts at 05:05. Join link can be found on your account 45863708. Call us at 8360.356-8397 for assistance.,Hey there! Webinar on 'Rights and Duties' in your [JOBAREA_1] starts at [TIME_1]. Join link can be found on your account [ACCOUNTNUMBER_1]. Call us at [PHONENUMBER_1] for assistance.,45863708,True
Please investigate: Patient SSN 756.6876.8705 - potential malpractice issue. We need to understand our legal position. Ref. 59852516,Please investigate: Patient SSN [SSN_1] - potential malpractice issue. We need to understand our legal position. Ref. [ACCOUNTNUMBER_1],59852516,False
"Dear Parker, the library funds for the month are credited to account number 54797546.","Dear [MIDDLENAME_1], the library funds for the month are credited to account number [ACCOUNTNUMBER_1].",54797546,True
"Please send the latest report on the New Mexico health status to Alena58 by May 28, 2013. I'm transferring the necessary funds via PKR with the account number 81526942 to support the ongoing medical initiatives.",Please send the latest report on the [STATE_1] health status to [USERNAME_1] by [DATE_1]. I'm transferring the necessary funds via [CURRENCYCODE_1] with the account number [ACCOUNTNUMBER_1] to support the ongoing medical initiatives.,81526942,True
Received payment for Distance Learning account linked to Britney from 71176831.,Received payment for Distance Learning account linked to [FIRSTNAME_1] from [ACCOUNTNUMBER_1].,71176831,True
"Reese, please share the necessary authorization that enables you to access account 83134984 with us.","[FIRSTNAME_1], please share the necessary authorization that enables you to access account [ACCOUNTNUMBER_1] with us.",83134984,True
"We received a complaint lodged on your Checking Account number 95095627. If you wish us to proceed with the investigation, respond to Carroll78@gmail.com or call our administrative law officer at 01208.93825 before 9:44pm on 11/44","We received a complaint lodged on your [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1]. If you wish us to proceed with the investigation, respond to [EMAIL_1] or call our administrative law officer at [PHONENUMBER_1] before [TIME_1] on [DATE_1]",95095627,True
"Kelsie Shanahan, your place on the psychoeducation course has been fully paid for. Your order number is 83382741.","[FIRSTNAME_1] [LASTNAME_1], your place on the psychoeducation course has been fully paid for. Your order number is [ACCOUNTNUMBER_1].",83382741,False
"In order to secure your account 11267988 during the psychometric testing process, we implemented a new 2FA using the SIM card associated with this device's IMEI number: 86-362549-865826-9. Kindly check your device for a confirmation OTP.","In order to secure your account [ACCOUNTNUMBER_1] during the psychometric testing process, we implemented a new 2FA using the SIM card associated with this device's IMEI number: [PHONEIMEI_1]. Kindly check your device for a confirmation OTP.",11267988,True
"Dolly Underpass franchise, 95935500, has unusual login activity from e595:2e1e:3e3a:dc0a:2a5f:0763:4120:769f. For password reset, contact through +24-468-938.2495.","[STREET_1] franchise, [ACCOUNTNUMBER_1], has unusual login activity from [IPV6_1]. For password reset, contact through [PHONENUMBER_1].",95935500,False
"Teachers in Northeast need your support. To contribute, use account 29800197, currency Lilangeni.","Teachers in [ORDINALDIRECTION_1] need your support. To contribute, use account [ACCOUNTNUMBER_1], currency [CURRENCY_1].",29800197,True
"Hey Eladio, we are conducting a text book drive for underprivileged Accounts students. Could you donate a part of your savings (L457,660.4 in your Savings Account 63961848) to our cause?","Hey [FIRSTNAME_1], we are conducting a text book drive for underprivileged [JOBAREA_1] students. Could you donate a part of your savings ([CURRENCYSYMBOL_1][AMOUNT_1] in your [ACCOUNTNAME_1] [ACCOUNTNUMBER_1]) to our cause?",63961848,True
"Mr. Kurtis, As your attorney, I need access to your account (Investment Account - no. 22815219) records and statements for the last 5 years. This is for your bankruptcy proceedings.","[PREFIX_1] [FIRSTNAME_1], As your attorney, I need access to your account ([ACCOUNTNAME_1] - no. [ACCOUNTNUMBER_1]) records and statements for the last 5 years. This is for your bankruptcy proceedings.",22815219,True
"Hi, a client of ours named Finley, SSN: 412-76-6884, filed a health insurance claim. However, under account 52481098 the claimed 581308 doesn't match our record.","Hi, a client of ours named [MIDDLENAME_1], SSN: [SSN_1], filed a health insurance claim. However, under account [ACCOUNTNUMBER_1] the claimed [AMOUNT_1] doesn't match our record.",52481098,True
"Bosco, transfer the agreed 592.2k from 02560721 account to the Auto Loan Account under the URL https://content-density.biz/.","[LASTNAME_1], transfer the agreed [AMOUNT_1] from [ACCOUNTNUMBER_1] account to the [ACCOUNTNAME_1] under the URL [URL_1].",2560721,False
"66825258 was accessed at 5:56pm today using 186.75.243.208 and Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6.3; rv:12.4) Gecko/20100101 Firefox/12.4.4. If you didn't make this change, please call us.","[ACCOUNTNUMBER_1] was accessed at [TIME_1] today using [IPV4_1] and [USERAGENT_1]. If you didn't make this change, please call us.",66825258,False
IP Address 6041:7499:dc6c:9e7c:05c3:54a2:8ef3:2ad1 was logged from an account on 'CogSphere Axis' at 20:46 and account number is 56755291. Confirm?,IP Address [IP_1] was logged from an account on 'CogSphere Axis' at [TIME_1] and account number is [ACCOUNTNUMBER_1]. Confirm?,56755291,True
Did you know that your a6e4:3f2a:1a6f:b2a8:2e47:6bbb:25aa:b2cd address could help us identify potential health risk zones? Learn more about how technology aids public health on our page https://awkward-trafficker.info. Remember to make sure that your 20685264 has strong NeMIhzx3YEfF protection.,Did you know that your [IP_1] address could help us identify potential health risk zones? Learn more about how technology aids public health on our page [URL_1]. Remember to make sure that your [ACCOUNTNUMBER_1] has strong [PASSWORD_1] protection.,20685264,False
"You have been selected, Mrs. Vicente, for our special education fund. We need the Personal Loan Account 30382773 to deposit Dong 0.001b. Please mail us these details.","You have been selected, [PREFIX_1] [FIRSTNAME_1], for our special education fund. We need the [ACCOUNTNAME_1] [ACCOUNTNUMBER_1] to deposit [CURRENCY_1] [AMOUNT_1]. Please mail us these details.",30382773,True
The latest assessments' printed report for 20290875 is stocked at our Apt. 519 location. Parents are requested to collect it at their convenience.,The latest assessments' printed report for [ACCOUNTNUMBER_1] is stocked at our [SECONDARYADDRESS_1] location. Parents are requested to collect it at their convenience.,20290875,False
Account 64818967 from Saxony-Anhalt is requesting a change to their Technician. Please contact at 6191.100-4249.,Account [ACCOUNTNUMBER_1] from [STATE_1] is requesting a change to their [JOBTYPE_1]. Please contact at [PHONENUMBER_1].,64818967,True
Reminder to complete assessments for 69777189 today. Link for the assessment: trialmeds//Credit Card Account,Reminder to complete assessments for [ACCOUNTNUMBER_1] today. Link for the assessment: trialmeds//[ACCOUNTNAME_1],69777189,False
"Arvilla, I have made a 683003.93 Rupiah donation to the Positive Psychology Research Foundation from account 00675276. Please verify the transaction.","[FIRSTNAME_1], I have made a [AMOUNT_1] [CURRENCY_1] donation to the Positive Psychology Research Foundation from account [ACCOUNTNUMBER_1]. Please verify the transaction.",675276,True
"Lindsey, your account 24881696 has significant balance (Gs514k). We recommend considering a trust for this account in your estate plan.","[FIRSTNAME_1], your account [ACCOUNTNUMBER_1] has significant balance ([CURRENCYSYMBOL_1][AMOUNT_1]). We recommend considering a trust for this account in your estate plan.",24881696,True
